INT,STRING,INT,INT,INT,INT,INT,INT,INT,INT
692,,190001,10,3,10,3,15,3,12
693,,190002,15,4,15,4,10,4,15
694,,191000,14,4,14,4,11,3,10
695,,191001,13,4,13,3,12,3,14
696,,191002,12,3,12,3,13,3,11
697,,190000,11,4,11,4,14,4,13
698,,190001,10,4,10,4,15,3,12
699,,190002,15,4,15,3,10,3,15
700,,191000,14,3,14,3,11,3,10
701,,191001,13,4,13,4,12,4,14
702,,191002,12,4,12,4,13,3,11
703,,190000,11,4,11,3,14,3,13
704,,190001,10,3,10,3,15,3,12
705,,190002,15,4,15,4,10,4,15
706,,191000,14,4,14,4,11,3,10
707,,191001,13,4,13,3,12,3,14
708,,191002,12,3,12,3,13,3,11
709,,190000,11,4,11,4,14,4,13
710,,190001,10,4,10,4,15,3,12
711,,190002,15,4,15,3,10,3,15
712,,191000,14,3,14,3,11,3,10
713,,191001,13,4,13,4,12,4,14
714,,191002,12,4,12,4,13,3,11
715,,190000,11,4,11,3,14,3,13
716,,190001,10,3,10,3,15,3,12
717,,190002,15,4,15,4,10,4,15
718,,191000,14,4,14,4,11,3,10
719,,191001,13,4,13,3,12,3,14
720,,191002,12,3,12,3,13,3,11
721,,190000,11,4,11,4,14,4,13
722,,190001,10,4,10,4,15,3,12
723,,190002,15,4,15,3,10,3,15
724,,191000,14,3,14,3,11,3,10
725,,191001,13,4,13,4,12,4,14
726,,191002,12,4,12,4,13,3,11
727,,190000,11,4,11,3,14,3,13
728,,190001,10,3,10,3,15,3,12
729,,190002,15,4,15,4,10,4,15
730,,191000,14,4,14,4,11,3,10
731,,191001,13,4,13,3,12,3,14
732,,191002,12,3,12,3,13,3,11
733,,190000,11,4,11,4,14,4,13
734,,190001,10,4,10,4,15,3,12
735,,190002,15,4,15,3,10,3,15
736,,191000,14,3,14,3,11,3,10
737,,191001,13,4,13,4,12,4,14
738,,191002,12,4,12,4,13,3,11
739,,190000,11,4,11,3,14,3,13
740,,190001,10,3,10,3,15,3,12
741,,190002,15,4,15,4,10,4,15
742,,191000,14,4,14,4,11,3,10
743,,191001,13,4,13,3,12,3,14
744,,191002,12,3,12,3,13,3,11
745,,190000,11,4,11,4,14,4,13
746,,190001,10,4,10,4,15,3,12
747,,190002,15,4,15,3,10,3,15
748,,191000,14,3,14,3,11,3,10
749,,191001,13,4,13,4,12,4,14
750,,191002,12,4,12,4,13,3,11
751,,190000,11,4,11,3,14,3,13
752,,190001,10,3,10,3,15,3,12
753,,190002,15,4,15,4,10,4,15
754,,191000,14,4,14,4,11,3,10
755,,191001,13,4,13,3,12,3,14
756,,191002,12,3,12,3,13,3,11
757,,190000,11,4,11,4,14,4,13
758,,190001,10,4,10,4,15,3,12
759,,190002,15,4,15,3,10,3,15
760,,191000,14,3,14,3,11,3,10
761,,191001,13,4,13,4,12,4,14
762,,191002,12,4,12,4,13,3,11
763,,190000,11,4,11,3,14,3,13
764,,190001,10,3,10,3,15,3,12
765,,190002,15,4,15,4,10,4,15
766,,191000,14,4,14,4,11,3,10
767,,191001,13,4,13,3,12,3,14
768,,191002,12,3,12,3,13,3,11
769,,190000,11,4,11,4,14,4,13
770,,190001,10,4,10,4,15,3,12
771,,190002,15,4,15,3,10,3,15
772,,191000,14,3,14,3,11,3,10
773,,191001,13,4,13,4,12,4,14
774,,191002,12,4,12,4,13,3,11
775,,190000,11,4,11,3,14,3,13
776,,190001,10,3,10,3,15,3,12
777,,190002,15,4,15,4,10,4,15
778,,191000,14,4,14,4,11,3,10
779,,191001,13,4,13,3,12,3,14
780,,191002,12,3,12,3,13,3,11
781,,190000,11,4,11,4,14,4,13
782,,190001,10,4,10,4,15,3,12
783,,190002,15,4,15,3,10,3,15
784,,191000,14,3,14,3,11,3,10
785,,191001,13,4,13,4,12,4,14
786,,191002,12,4,12,4,13,3,11
787,,190000,11,4,11,3,14,3,13
788,,190001,10,3,10,3,15,3,12
789,,190002,15,4,15,4,10,4,15
790,,191000,14,4,14,4,11,3,10
791,,191001,13,4,13,3,12,3,14
792,,191002,12,3,12,3,13,3,11
793,,190000,11,4,11,4,14,4,13
794,,190001,10,4,10,4,15,3,12
795,,190002,15,4,15,3,10,3,15
796,,191000,14,3,14,3,11,3,10
797,,191001,13,4,13,4,12,4,14
798,,191002,12,4,12,4,13,3,11
799,,190000,11,4,11,3,14,3,13
800,,190001,10,3,10,3,15,3,12
801,,190002,15,4,15,4,10,4,15
802,,191000,14,4,14,4,11,3,10
803,,191001,13,4,13,3,12,3,14
804,,191002,12,3,12,3,13,3,11
805,,190000,11,4,11,4,14,4,13
806,,190001,10,4,10,4,15,3,12
807,,190002,15,4,15,3,10,3,15
808,,191000,14,3,14,3,11,3,10
809,,191001,13,4,13,4,12,4,14
810,,191002,12,4,12,4,13,3,11
811,,190000,11,4,11,3,14,3,13
812,,190001,10,3,10,3,15,3,12
813,,190002,15,4,15,4,10,4,15
814,,191000,14,4,14,4,11,3,10
815,,191001,13,4,13,3,12,3,14
816,,191002,12,3,12,3,13,3,11
817,,190000,11,4,11,4,14,4,13
818,,190001,10,4,10,4,15,3,12
819,,190002,15,4,15,3,10,3,15
820,,191000,14,3,14,3,11,3,10
821,,191001,13,4,13,4,12,4,14
822,,191002,12,4,12,4,13,3,11
823,,190000,11,4,11,3,14,3,13
824,,190001,10,3,10,3,15,3,12
825,,190002,15,4,15,4,10,4,15
826,,191000,14,4,14,4,11,3,10
827,,191001,13,4,13,3,12,3,14
828,,191002,12,3,12,3,13,3,11
829,,190000,11,4,11,4,14,4,13
830,,190001,10,4,10,4,15,3,12
831,,190002,15,4,15,3,10,3,15
832,,191000,14,3,14,3,11,3,10
833,,191001,13,4,13,4,12,4,14
834,,191002,12,4,12,4,13,3,11
835,,190000,11,4,11,3,14,3,13
836,,190001,10,3,10,3,15,3,12
837,,190002,15,4,15,4,10,4,15
838,,191000,14,4,14,4,11,3,10
839,,191001,13,4,13,3,12,3,14
840,,191002,12,3,12,3,13,3,11
841,,190000,11,4,11,4,14,4,13
842,,190001,10,4,10,4,15,3,12
843,,190002,15,4,15,3,10,3,15
844,,191000,14,3,14,3,11,3,10
845,,191001,13,4,13,4,12,4,14
846,,191002,12,4,12,4,13,3,11
847,,190000,11,4,11,3,14,3,13
848,,190001,10,3,10,3,15,3,12
849,,190002,15,4,15,4,10,4,15
850,,191000,14,4,14,4,11,3,10
851,,191001,13,4,13,3,12,3,14
852,,191002,12,3,12,3,13,3,11
853,,190000,11,4,11,4,14,4,13
854,,190001,10,4,10,4,15,3,12
855,,190002,15,4,15,3,10,3,15
856,,191000,14,3,14,3,11,3,10
857,,191001,13,4,13,4,12,4,14
858,,191002,12,4,12,4,13,3,11
859,,190000,11,4,11,3,14,3,13
860,,190001,10,3,10,3,15,3,12
861,,190002,15,4,15,4,10,4,15
862,,191000,14,4,14,4,11,3,10
863,,191001,13,4,13,3,12,3,14
864,,191002,12,3,12,3,13,3,11
865,,190000,11,4,11,4,14,4,13
866,,190001,10,4,10,4,15,3,12
867,,190002,15,4,15,3,10,3,15
868,,191000,14,3,14,3,11,3,10
869,,191001,13,4,13,4,12,4,14
870,,191002,12,4,12,4,13,3,11
871,,190000,11,4,11,3,14,3,13
872,,190001,10,3,10,3,15,3,12
873,,190002,15,4,15,4,10,4,15
874,,191000,14,4,14,4,11,3,10
875,,191001,13,4,13,3,12,3,14
876,,191002,12,3,12,3,13,3,11
877,,190000,11,4,11,4,14,4,13
878,,190001,10,4,10,4,15,3,12
879,,190002,15,4,15,3,10,3,15
880,,191000,14,3,14,3,11,3,10
881,,191001,13,4,13,4,12,4,14
882,,191002,12,4,12,4,13,3,11
883,,190000,11,4,11,3,14,3,13
884,,190001,10,3,10,3,15,3,12
885,,190002,15,4,15,4,10,4,15
886,,191000,14,4,14,4,11,3,10
887,,191001,13,4,13,3,12,3,14
888,,191002,12,3,12,3,13,3,11
889,,190000,11,4,11,4,14,4,13
890,,190001,10,4,10,4,15,3,12
891,,190002,15,4,15,3,10,3,15
892,,191000,14,3,14,3,11,3,10
893,,191001,13,4,13,4,12,4,14
894,,191002,12,4,12,4,13,3,11
895,,190000,11,4,11,3,14,3,13
896,,190001,10,3,10,3,15,3,12
897,,190002,15,4,15,4,10,4,15
898,,191000,14,4,14,4,11,3,10
899,,191001,13,4,13,3,12,3,14
900,,191002,12,3,12,3,13,3,11
901,,190000,11,4,11,4,14,4,13
902,,190001,10,4,10,4,15,3,12
903,,190002,15,4,15,3,10,3,15
904,,191000,14,3,14,3,11,3,10
905,,191001,13,4,13,4,12,4,14
906,,191002,12,4,12,4,13,3,11
907,,190000,11,4,11,3,14,3,13
908,,190001,10,3,10,3,15,3,12
909,,190002,15,4,15,4,10,4,15
910,,191000,14,4,14,4,11,3,10
911,,191001,13,4,13,3,12,3,14
912,,191002,12,3,12,3,13,3,11
913,,190000,11,4,11,4,14,4,13
914,,190001,10,4,10,4,15,3,12
915,,190002,15,4,15,3,10,3,15
916,,191000,14,3,14,3,11,3,10
917,,191001,13,4,13,4,12,4,14
918,,191002,12,4,12,4,13,3,11
919,,190000,11,4,11,3,14,3,13
920,,190001,10,3,10,3,15,3,12
921,,190002,15,4,15,4,10,4,15
922,,191000,14,4,14,4,11,3,10
923,,191001,13,4,13,3,12,3,14
924,,191002,12,3,12,3,13,3,11
925,,190000,11,4,11,4,14,4,13
926,,190001,10,4,10,4,15,3,12
927,,190002,15,4,15,3,10,3,15
928,,191000,14,3,14,3,11,3,10
929,,191001,13,4,13,4,12,4,14
930,,191002,12,4,12,4,13,3,11
931,,190000,11,4,11,3,14,3,13
932,,190001,10,3,10,3,15,3,12
933,,190002,15,4,15,4,10,4,15
934,,191000,14,4,14,4,11,3,10
935,,191001,13,4,13,3,12,3,14
936,,191002,12,3,12,3,13,3,11
937,,190000,11,4,11,4,14,4,13
938,,190001,10,4,10,4,15,3,12
939,,190002,15,4,15,3,10,3,15
940,,191000,14,3,14,3,11,3,10
941,,191001,13,4,13,4,12,4,14
942,,191002,12,4,12,4,13,3,11
943,,190000,11,4,11,3,14,3,13
944,,190001,10,3,10,3,15,3,12
945,,190002,15,4,15,4,10,4,15
946,,191000,14,4,14,4,11,3,10
947,,191001,13,4,13,3,12,3,14
948,,191002,12,3,12,3,13,3,11
949,,190000,11,4,11,4,14,4,13
950,,190001,10,4,10,4,15,3,12
951,,190002,15,4,15,3,10,3,15
952,,191000,14,3,14,3,11,3,10
953,,191001,13,4,13,4,12,4,14
954,,191002,12,4,12,4,13,3,11
955,,190000,11,4,11,3,14,3,13
956,,190001,10,3,10,3,15,3,12
957,,190002,15,4,15,4,10,4,15
958,,191000,14,4,14,4,11,3,10
959,,191001,13,4,13,3,12,3,14
960,,191002,12,3,12,3,13,3,11
961,,190000,11,4,11,4,14,4,13
962,,190001,10,4,10,4,15,3,12
963,,190002,15,4,15,3,10,3,15
964,,191000,14,3,14,3,11,3,10
965,,191001,13,4,13,4,12,4,14
966,,191002,12,4,12,4,13,3,11
967,,190000,11,4,11,3,14,3,13
968,,190001,10,3,10,3,15,3,12
969,,190002,15,4,15,4,10,4,15
970,,191000,14,4,14,4,11,3,10
971,,191001,13,4,13,3,12,3,14
972,,191002,12,3,12,3,13,3,11
973,,190000,11,4,11,4,14,4,13
974,,190001,10,4,10,4,15,3,12
975,,190002,15,4,15,3,10,3,15
976,,191000,14,3,14,3,11,3,10
977,,191001,13,4,13,4,12,4,14
978,,191002,12,4,12,4,13,3,11
979,,190000,11,4,11,3,14,3,13
980,,190001,10,3,10,3,15,3,12
981,,190002,15,4,15,4,10,4,15
982,,191000,14,4,14,4,11,3,10
983,,191001,13,4,13,3,12,3,14
984,,191002,12,3,12,3,13,3,11
985,,190000,11,4,11,4,14,4,13
986,,190001,10,4,10,4,15,3,12
987,,190002,15,4,15,3,10,3,15
988,,191000,14,3,14,3,11,3,10
989,,191001,13,4,13,4,12,4,14
990,,191002,12,4,12,4,13,3,11
991,,190000,11,4,11,3,14,3,13
992,,190001,10,3,10,3,15,3,12
993,,190002,15,4,15,4,10,4,15
994,,191000,14,4,14,4,11,3,10
995,,191001,13,4,13,3,12,3,14
996,,191002,12,3,12,3,13,3,11
997,,190000,11,4,11,4,14,4,13
998,,190001,10,4,10,4,15,3,12
999,,190002,15,4,15,3,10,3,15
1000,,191000,14,3,14,3,11,3,10
1001,,191001,13,4,13,4,10,4,13
1002,,191002,12,4,12,4,11,3,10
1003,,190000,11,4,11,4,12,2,12
1004,,190001,10,4,10,3,13,3,11
1005,,190002,13,4,13,3,10,2,13
1006,,191000,12,4,12,2,11,2,10
1007,,191001,11,3,11,3,12,3,12
1008,,191002,10,3,10,3,13,2,11
1009,,190000,13,3,13,2,10,2,13
1010,,190001,12,2,12,2,11,2,10
1011,,190002,11,4,11,4,12,4,12
1012,,191000,10,4,10,4,13,3,11
1013,,191001,13,4,13,4,10,2,13
1014,,191002,12,4,12,3,11,3,10
1015,,190000,11,4,11,3,12,2,12
1016,,190001,10,4,10,2,13,2,11
1017,,190002,13,3,13,3,10,3,13
1018,,191000,12,3,12,3,11,2,10
1019,,191001,11,3,11,2,12,2,12
1020,,191002,10,2,10,2,13,2,11
1021,,190000,13,4,13,4,10,4,13
1022,,190001,12,4,12,4,11,3,10
1023,,190002,11,4,11,4,12,2,12
1024,,191000,10,4,10,3,13,3,11
1025,,191001,13,4,13,3,10,2,13
1026,,191002,12,4,12,2,11,2,10
1027,,190000,11,3,11,3,12,3,12
1028,,190001,10,3,10,3,13,2,11
1029,,190002,13,3,13,2,10,2,13
1030,,191000,12,2,12,2,11,2,10
1031,,191001,11,4,11,4,12,4,12
1032,,191002,10,4,10,4,13,3,11
1033,,190000,13,4,13,4,10,2,13
1034,,190001,12,4,12,3,11,3,10
1035,,190002,11,4,11,3,12,2,12
1036,,191000,10,4,10,2,13,2,11
1037,,191001,13,3,13,3,10,3,13
1038,,191002,12,3,12,3,11,2,10
1039,,190000,11,3,11,2,12,2,12
1040,,190001,10,2,10,2,13,2,11
1041,,190002,13,4,13,4,10,4,13
1042,,191000,12,4,12,4,11,3,10
1043,,191001,11,4,11,4,12,2,12
1044,,191002,10,4,10,3,13,3,11
1045,,190000,13,4,13,3,10,2,13
1046,,190001,12,4,12,2,11,2,10
1047,,190002,11,3,11,3,12,3,12
1048,,191000,10,3,10,3,13,2,11
1049,,191001,13,3,13,2,10,2,13
1050,,191002,12,2,12,2,11,2,10
1051,,190000,11,4,11,4,12,4,12
1052,,190001,10,4,10,4,13,3,11
1053,,190002,13,4,13,4,10,2,13
1054,,191000,12,4,12,3,11,3,10
1055,,191001,11,4,11,3,12,2,12
1056,,191002,10,4,10,2,13,2,11
1057,,190000,13,3,13,3,10,3,13
1058,,190001,12,3,12,3,11,2,10
1059,,190002,11,3,11,2,12,2,12
1060,,191000,10,2,10,2,13,2,11
1061,,191001,13,4,13,4,10,4,13
1062,,191002,12,4,12,4,11,3,10
1063,,190000,11,4,11,4,12,2,12
1064,,190001,10,4,10,3,13,3,11
1065,,190002,13,4,13,3,10,2,13
1066,,191000,12,4,12,2,11,2,10
1067,,191001,11,3,11,3,12,3,12
1068,,191002,10,3,10,3,13,2,11
1069,,190000,13,3,13,2,10,2,13
1070,,190001,12,2,12,2,11,2,10
1071,,190002,11,4,11,4,12,4,12
1072,,191000,10,4,10,4,13,3,11
1073,,191001,13,4,13,4,10,2,13
1074,,191002,12,4,12,3,11,3,10
1075,,190000,11,4,11,3,12,2,12
1076,,190001,10,4,10,2,13,2,11
1077,,190002,13,3,13,3,10,3,13
1078,,191000,12,3,12,3,11,2,10
1079,,191001,11,3,11,2,12,2,12
1080,,191002,10,2,10,2,13,2,11
1081,,190000,13,4,13,4,10,4,13
1082,,190001,12,4,12,4,11,3,10
1083,,190002,11,4,11,4,12,2,12
1084,,191000,10,4,10,3,13,3,11
1085,,191001,13,4,13,3,10,2,13
1086,,191002,12,4,12,2,11,2,10
1087,,190000,11,3,11,3,12,3,12
1088,,190001,10,3,10,3,13,2,11
1089,,190002,13,3,13,2,10,2,13
1090,,191000,12,2,12,2,11,2,10
1091,,191001,11,4,11,4,12,4,12
1092,,191002,10,4,10,4,13,3,11
1093,,190000,13,4,13,4,10,2,13
1094,,190001,12,4,12,3,11,3,10
1095,,190002,11,4,11,3,12,2,12
1096,,191000,10,4,10,2,13,2,11
1097,,191001,13,3,13,3,10,3,13
1098,,191002,12,3,12,3,11,2,10
1099,,190000,11,3,11,2,12,2,12
1100,,190001,10,2,10,2,13,2,11
1101,,190002,13,4,13,4,10,4,13
1102,,191000,12,4,12,4,11,3,10
1103,,191001,11,4,11,4,12,2,12
1104,,191002,10,4,10,3,13,3,11
1105,,190000,13,4,13,3,10,2,13
1106,,190001,12,4,12,2,11,2,10
1107,,190002,11,3,11,3,12,3,12
1108,,191000,10,3,10,3,13,2,11
1109,,191001,13,3,13,2,10,2,13
1110,,191002,12,2,12,2,11,2,10
1111,,190000,11,4,11,4,12,4,12
1112,,190001,10,4,10,4,13,3,11
1113,,190002,13,4,13,4,10,2,13
1114,,191000,12,4,12,3,11,3,10
1115,,191001,11,4,11,3,12,2,12
1116,,191002,10,4,10,2,13,2,11
1117,,190000,13,3,13,3,10,3,13
1118,,190001,12,3,12,3,11,2,10
1119,,190002,11,3,11,2,12,2,12
1120,,191000,10,2,10,2,13,2,11
1121,,191001,13,4,13,4,10,4,13
1122,,191002,12,4,12,4,11,3,10
1123,,190000,11,4,11,4,12,2,12
1124,,190001,10,4,10,3,13,3,11
1125,,190002,13,4,13,3,10,2,13
1126,,191000,12,4,12,2,11,2,10
1127,,191001,11,3,11,3,12,3,12
1128,,191002,10,3,10,3,13,2,11
1129,,190000,13,3,13,2,10,2,13
1130,,190001,12,2,12,2,11,2,10
1131,,190002,11,4,11,4,12,4,12
1132,,191000,10,4,10,4,13,3,11
1133,,191001,13,4,13,4,10,2,13
1134,,191002,12,4,12,3,11,3,10
1135,,190000,11,4,11,3,12,2,12
1136,,190001,10,4,10,2,13,2,11
1137,,190002,13,3,13,3,10,3,13
1138,,191000,12,3,12,3,11,2,10
1139,,191001,11,3,11,2,12,2,12
1140,,191002,10,2,10,2,13,2,11
1141,,190000,13,4,13,4,10,4,13
1142,,190001,12,4,12,4,11,3,10
1143,,190002,11,4,11,4,12,2,12
1144,,191000,10,4,10,3,13,3,11
1145,,191001,13,4,13,3,10,2,13
1146,,191002,12,4,12,2,11,2,10
1147,,190000,11,3,11,3,12,3,12
1148,,190001,10,3,10,3,13,2,11
1149,,190002,13,3,13,2,10,2,13
1150,,191000,12,2,12,2,11,2,10
1151,,191001,11,4,11,4,12,4,12
1152,,191002,10,4,10,4,13,3,11
1153,,190000,13,4,13,4,10,2,13
1154,,190001,12,4,12,3,11,3,10
1155,,190002,11,4,11,3,12,2,12
1156,,191000,10,4,10,2,13,2,11
1157,,191001,13,3,13,3,10,3,13
1158,,191002,12,3,12,3,11,2,10
1159,,190000,11,3,11,2,12,2,12
1160,,190001,10,2,10,2,13,2,11
1161,,190002,13,4,13,4,10,4,13
1162,,191000,12,4,12,4,11,3,10
1163,,191001,11,4,11,4,12,2,12
1164,,191002,10,4,10,3,13,3,11
1165,,190000,13,4,13,3,10,2,13
1166,,190001,12,4,12,2,11,2,10
1167,,190002,11,3,11,3,12,3,12
1168,,191000,10,3,10,3,13,2,11
1169,,191001,13,3,13,2,10,2,13
1170,,191002,12,2,12,2,11,2,10
1171,,190000,11,4,11,4,12,4,12
1172,,190001,10,4,10,4,13,3,11
1173,,190002,13,4,13,4,10,2,13
1174,,191000,12,4,12,3,11,3,10
1175,,191001,11,4,11,3,12,2,12
1176,,191002,10,4,10,2,13,2,11
1177,,190000,13,3,13,3,10,3,13
1178,,190001,12,3,12,3,11,2,10
1179,,190002,11,3,11,2,12,2,12
1180,,191000,10,2,10,2,13,2,11
1181,,191001,13,4,13,4,10,4,13
1182,,191002,12,4,12,4,11,3,10
1183,,190000,11,4,11,4,12,2,12
1184,,190001,10,4,10,3,13,3,11
1185,,190002,13,4,13,3,10,2,13
1186,,191000,12,4,12,2,11,2,10
1187,,191001,11,3,11,3,12,3,12
1188,,191002,10,3,10,3,13,2,11
1189,,190000,13,3,13,2,10,2,13
1190,,190001,12,2,12,2,11,2,10
1191,,190002,11,4,11,4,12,4,12
1192,,191000,10,4,10,4,13,3,11
1193,,191001,13,4,13,4,10,2,13
1194,,191002,12,4,12,3,11,3,10
1195,,190000,11,4,11,3,12,2,12
1196,,190001,10,4,10,2,13,2,11
1197,,190002,13,3,13,3,10,3,13
1198,,191000,12,3,12,3,11,2,10
1199,,191001,11,3,11,2,12,2,12
1200,,191002,10,2,10,2,13,2,11
1201,,190000,13,4,13,4,10,4,13
1202,,190001,12,4,12,4,11,3,10
1203,,190002,11,4,11,4,12,2,12
1204,,191000,10,4,10,3,13,3,11
1205,,191001,13,4,13,3,10,2,13
1206,,191002,12,4,12,2,11,2,10
1207,,190000,11,3,11,3,12,3,12
1208,,190001,10,3,10,3,13,2,11
1209,,190002,13,3,13,2,10,2,13
1210,,191000,12,2,12,2,11,2,10
1211,,191001,11,4,11,4,12,4,12
1212,,191002,10,4,10,4,13,3,11
1213,,190000,13,4,13,4,10,2,13
1214,,190001,12,4,12,3,11,3,10
1215,,190002,11,4,11,3,12,2,12
1216,,191000,10,4,10,2,13,2,11
1217,,191001,13,3,13,3,10,3,13
1218,,191002,12,3,12,3,11,2,10
1219,,190000,11,3,11,2,12,2,12
1220,,190001,10,2,10,2,13,2,11
1221,,190002,13,4,13,4,10,4,13
1222,,191000,12,4,12,4,11,3,10
1223,,191001,11,4,11,4,12,2,12
1224,,191002,10,4,10,3,13,3,11
1225,,190000,13,4,13,3,10,2,13
1226,,190001,12,4,12,2,11,2,10
1227,,190002,11,3,11,3,12,3,12
1228,,191000,10,3,10,3,13,2,11
1229,,191001,13,3,13,2,10,2,13
1230,,191002,12,2,12,2,11,2,10
1231,,190000,11,4,11,4,12,4,12
1232,,190001,10,4,10,4,13,3,11
1233,,190002,13,4,13,4,10,2,13
1234,,191000,12,4,12,3,11,3,10
1235,,191001,11,4,11,3,12,2,12
1236,,191002,10,4,10,2,13,2,11
1237,,190000,13,3,13,3,10,3,13
1238,,190001,12,3,12,3,11,2,10
1239,,190002,11,3,11,2,12,2,12
1240,,191000,10,2,10,2,13,2,11
1241,,191001,13,4,13,4,10,4,13
1242,,191002,12,4,12,4,11,3,10
1243,,190000,11,4,11,4,12,2,12
1244,,190001,10,4,10,3,13,3,11
1245,,190002,13,4,13,3,10,2,13
1246,,191000,12,4,12,2,11,2,10
1247,,191001,11,3,11,3,12,3,12
1248,,191002,10,3,10,3,13,2,11
1249,,190000,13,3,13,2,10,2,13
1250,,190001,12,2,12,2,11,2,10
1251,,190002,11,4,11,4,12,4,12
1252,,191000,10,4,10,4,13,3,11
1253,,191001,13,4,13,4,10,2,13
1254,,191002,12,4,12,3,11,3,10
1255,,190000,11,4,11,3,12,2,12
1256,,190001,10,4,10,2,13,2,11
1257,,190002,13,3,13,3,10,3,13
1258,,191000,12,3,12,3,11,2,10
1259,,191001,11,3,11,2,12,2,12
1260,,191002,10,2,10,2,13,2,11
1261,,190000,13,4,13,4,10,4,13
1262,,190001,12,4,12,4,11,3,10
1263,,190002,11,4,11,4,12,2,12
1264,,191000,10,4,10,3,13,3,11
1265,,191001,13,4,13,3,10,2,13
1266,,191002,12,4,12,2,11,2,10
1267,,190000,11,3,11,3,12,3,12
1268,,190001,10,3,10,3,13,2,11
1269,,190002,13,3,13,2,10,2,13
1270,,191000,12,2,12,2,11,2,10
1271,,191001,11,4,11,4,12,4,12
1272,,191002,10,4,10,4,13,3,11
1273,,190000,13,4,13,4,10,2,13
1274,,190001,12,4,12,3,11,3,10
1275,,190002,11,4,11,3,12,2,12
1276,,191000,10,4,10,2,13,2,11
1277,,191001,13,3,13,3,10,3,13
1278,,191002,12,3,12,3,11,2,10
1279,,190000,11,3,11,2,12,2,12
1280,,190001,10,2,10,2,13,2,11
1281,,190002,13,4,13,4,10,4,13
1282,,191000,12,4,12,4,11,3,10
1283,,191001,11,4,11,4,12,2,12
1284,,191002,10,4,10,3,13,3,11
1285,,190000,13,4,13,3,10,2,13
1286,,190001,12,4,12,2,11,2,10
1287,,190002,11,3,11,3,12,3,12
1288,,191000,10,3,10,3,13,2,11
1289,,191001,13,3,13,2,10,2,13
1290,,191002,12,2,12,2,11,2,10
1291,,190000,11,4,11,4,12,4,12
1292,,190001,10,4,10,4,13,3,11
1293,,190002,13,4,13,4,10,2,13
1294,,191000,12,4,12,3,11,3,10
1295,,191001,11,4,11,3,12,2,12
1296,,191002,10,4,10,2,13,2,11
1297,,190000,13,3,13,3,10,3,13
1298,,190001,12,3,12,3,11,2,10
1299,,190002,11,3,11,2,12,2,12
1300,,191000,10,2,10,2,13,2,11
1301,,191001,13,4,13,4,10,4,13
1302,,191002,12,4,12,4,11,3,10
1303,,190000,11,4,11,4,12,2,12
1304,,190001,10,4,10,3,13,3,11
1305,,190002,13,4,13,3,10,2,13
1306,,191000,12,4,12,2,11,2,10
1307,,191001,11,3,11,3,12,3,12
1308,,191002,10,3,10,3,13,2,11
1309,,190000,13,3,13,2,10,2,13
1310,,190001,12,2,12,2,11,2,10
1311,,190002,11,4,11,4,12,4,12
1312,,191000,10,4,10,4,13,3,11
1313,,191001,13,4,13,4,10,2,13
1314,,191002,12,4,12,3,11,3,10
1315,,190000,11,4,11,3,12,2,12
1316,,190001,10,4,10,2,13,2,11
1317,,190002,13,3,13,3,10,3,13
1318,,191000,12,3,12,3,11,2,10
1319,,191001,11,3,11,2,12,2,12
1320,,191002,10,2,10,2,13,2,11
1321,,190000,13,4,13,4,10,4,13
1322,,190001,12,4,12,4,11,3,10
1323,,190002,11,4,11,4,12,2,12
1324,,191000,10,4,10,3,13,3,11
1325,,191001,13,4,13,3,10,2,13
1326,,191002,12,4,12,2,11,2,10
1327,,190000,11,3,11,3,12,3,12
1328,,190001,10,3,10,3,13,2,11
1329,,190002,13,3,13,2,10,2,13
1330,,191000,12,2,12,2,11,2,10
1331,,191001,11,4,11,4,12,4,12
1332,,191002,10,4,10,4,13,3,11
1333,,190000,13,4,13,4,10,2,13
1334,,190001,12,4,12,3,11,3,10
1335,,190002,11,4,11,3,12,2,12
1336,,191000,10,4,10,2,13,2,11
1337,,191001,13,3,13,3,10,3,13
1338,,191002,12,3,12,3,11,2,10
1339,,190000,11,3,11,2,12,2,12
1340,,190001,10,2,10,2,13,2,11
1341,,190002,13,4,13,4,10,4,13
1342,,191000,12,4,12,4,11,3,10
1343,,191001,11,4,11,4,12,2,12
1344,,191002,10,4,10,3,13,3,11
1345,,190000,13,4,13,3,10,2,13
1346,,190001,12,4,12,2,11,2,10
1347,,190002,11,3,11,3,12,3,12
1348,,191000,10,3,10,3,13,2,11
1349,,191001,13,3,13,2,10,2,13
1350,,191002,12,2,12,2,11,2,10
1351,,190000,11,4,11,4,12,4,12
1352,,190001,10,4,10,4,13,3,11
1353,,190002,13,4,13,4,10,2,13
1354,,191000,12,4,12,3,11,3,10
1355,,191001,11,4,11,3,12,2,12
1356,,191002,10,4,10,2,13,2,11
1357,,190000,13,3,13,3,10,3,13
1358,,190001,12,3,12,3,11,2,10
1359,,190002,11,3,11,2,12,2,12
1360,,191000,10,2,10,2,13,2,11
1361,,191001,13,4,13,4,10,4,13
1362,,191002,12,4,12,4,11,3,10
1363,,190000,11,4,11,4,12,2,12
1364,,190001,10,4,10,3,13,3,11
1365,,190002,13,4,13,3,10,2,13
1366,,191000,12,4,12,2,11,2,10
1367,,191001,11,3,11,3,12,3,12
1368,,191002,10,3,10,3,13,2,11
1369,,190000,13,3,13,2,10,2,13
1370,,190001,12,2,12,2,11,2,10
