INDEX,NAME,CLASS,INFO,MODEL,RENDER_TYPE,HEAD_ATLAS_NAME,HEAD_SPRITE_NAME,ELEMENT_INDEX,STAR_LEVEL,SCALE,UI_SCALE,MOVE_SPEED,LOOKBOUND,AI_TIME,SKILL_COOLDOWN,ATTACK_SKILL,BASE_ATTACK,BASE_HP,PHYSICAL_DEFENCE,MAGIC_DEFENCE,HIT,DODGE,ATTACKSPEED,CRITICAL_STRIKE,CHARM_DEF,FEAR_DEF,FREEZE_DEF,STUN_DEF,BEATBACK_DEF,KNOCKDOWN_DEF,HIT_RATE,MITIGATIONG,DROP_HP_MAX_NUM,DROP_HP,DROP_MP_MAX_NUM,DROP_MP,PET_SKILL_1,PET_SKILL_2,PET_SKILL_3,PET_SKILL_4,EFFECT,GREEN_REDUCTION,RED_REDUCTION,BLUE_REDUCTION,SHADOW_REDUCTION,GOLD_REDUCTION,DEFENCE_CRITICAL_STRIKE,CRITICAL_STRIKE_DAMAGE,CRITICAL_DAMAGE_DERATE,AUTO_HP,AUTO_MP,ATTACK_STATE_1,ATTACK_STATE_2,ATTACK_STATE_3,AFFECT_BUFFER_1,AFFECT_BUFFER_2,AFFECT_BUFFER_3,BELOW_HP_RATE,HP_SKILL,SKILL,PET_CD_1,PET_CD_2,PET_CD_3,PET_CD_4,FULING_ID
74070,沼泽木,MONSTER,3星水,11064,0,AvatarAtlas,icon_treeman_3_shui,1,3,0.9,0.9,5.4,13,0.2,0.8,400026,342387,1479149,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30064
74071,洞雪兽,BOSS,5星水,11096,0,AvatarAtlas,icon_dongxueshou_5_shui,1,5,1.4,0.9,5.9399999999999995,15,0.05,1.3,400076,487018,9464698,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,109096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30096
74072,江洋大盗,MONSTER,3星水,11018,0,AvatarAtlas,icon_flower_3_shui,1,3,0.9,0.9,5.9399999999999995,13,0.05,1,400010,219727,1893225,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,338,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30018
74073,双面毒蛛,MONSTER,3星水,11071,0,AvatarAtlas,icon_spider_3_shui,1,3,0.9,0.9,4.680000000000001,15,0.2,1,400029,311266,1183404,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,453,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30071
74074,沼泽木,MONSTER,3星水,11064,0,AvatarAtlas,icon_treeman_3_shui,1,3,0.9,0.9,5.4,13,0.2,0.8,400026,311266,1183409,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,453,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30064
74075,涴沙浣熊,MONSTER,2星水,11009,0,AvatarAtlas,icon_civet_2_shui,1,2,0.8,0.8,5.58,15,0.05,1,400007,311267,1183414,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,454,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30009
74076,江洋大盗,MONSTER,3星水,11018,0,AvatarAtlas,icon_flower_3_shui,1,3,0.9,0.9,5.9399999999999995,13,0.05,1,400010,241698,2366462,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,416,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30018
74077,执伞浪人,BOSS,5星水,11118,0,AvatarAtlas,icon_rainmaster_5_yang,1,5,1.4,1,5.58,15,0.05,1,400112,487021,9464728,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30118
74078,豁牙小妖,MONSTER,1星阳,11003,0,AvatarAtlas,icon_runeimp_1_yang,3,1,0.6,0.6,5.9399999999999995,13,0.05,0.8,400003,219730,1893255,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,352,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30003
74079,清水灵狐,MONSTER,2星阳,11006,0,AvatarAtlas,icon_fox_2_yang,3,2,0.9,0.9,5.58,15,0.2,1,400006,311269,1183434,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,470,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30006
74080,冲天虎,MONSTER,2星阳,11024,0,AvatarAtlas,icon_hu_2_yang,3,2,0.9,0.9,5.58,13,0.05,1,400011,219731,1893265,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,353,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30024
74081,迷踪影狐,MONSTER,3星阳,11057,0,AvatarAtlas,icon_evilfox_3_yang,3,3,0.9,0.9,5.4,15,0.2,0.8,400023,329578,426296,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30057
74082,持枪仙君,MONSTER,4星阳,11076,0,AvatarAtlas,icon_neza_5_yang,3,5,1.1,1.1,5.58,13,0.05,1.2,400036,362531,532775,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30097
74083,向阳菊仙,BOSS,4星阳,11087,0,AvatarAtlas,icon_qiuju_4_yang,3,4,1.4,1.1,5.4,15,0.2,0.8,400059,487024,9464758,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30087
74084,双尾圣灵,MONSTER,3星阳,11067,0,AvatarAtlas,icon_shuangweiyouhun_3_yang,3,3,1.1,1.1,5.58,13,0.05,1,400027,329579,426311,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067
74085,阳炎熊哥,MONSTER,2星阳,11042,0,AvatarAtlas,icon_panda_2_yang,3,2,0.9,1,6.3,13,0.05,1,400016,311272,1183464,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,488,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30042
74086,吉祥仙女,MONSTER,3星阳,11069,0,AvatarAtlas,icon_fairy_3_yang,3,3,0.9,0.9,5.58,15,0.05,1,400028,311272,1183469,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,488,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30069
74087,点赞圣手,MONSTER,3星阳,11044,0,AvatarAtlas,icon_spirit_3_yang,3,3,0.9,0.9,4.680000000000001,13,0.2,1,400017,241704,2366517,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,448,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30044
74088,迷踪影狐,BOSS,3星阳,11057,0,AvatarAtlas,icon_evilfox_3_yang,3,3,1.4,0.9,5.4,15,0.2,0.8,400023,487026,9464783,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,109057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30057
74089,点赞圣手,MONSTER,3星阳,11044,0,AvatarAtlas,icon_spirit_3_yang,3,3,0.9,0.9,4.680000000000001,13,0.2,1,400017,219736,1893310,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,415,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30044
74090,迷踪影狐,MONSTER,3星阳,11057,0,AvatarAtlas,icon_evilfox_3_yang,3,3,0.9,0.9,5.4,15,0.2,0.8,400023,329582,426341,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30057
74091,阳炎熊哥,MONSTER,2星阳,11042,0,AvatarAtlas,icon_panda_2_yang,3,2,0.9,1,6.3,13,0.05,1,400016,311275,1183494,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30042
74092,吉祥仙女,MONSTER,3星阳,11069,0,AvatarAtlas,icon_fairy_3_yang,3,3,0.9,0.9,5.58,15,0.05,1,400028,311275,1183499,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30069
74093,吉祥仙女,MONSTER,3星阳,11069,0,AvatarAtlas,icon_fairy_3_yang,3,3,0.9,0.9,5.58,15,0.05,1,400028,342399,1479264,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30069
74094,通天眼,BOSS,5星阳,11112,0,AvatarAtlas,icon_threeeyes_5_yang,3,5,1.4,0.8,6.3,13,0.05,1,400104,487029,9464813,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,109112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30112
74095,豁牙小妖,MONSTER,1星阳,11003,0,AvatarAtlas,icon_runeimp_1_yang,3,1,0.6,0.6,5.9399999999999995,13,0.05,0.8,400003,219739,1893340,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,465,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30003
74096,清水灵狐,MONSTER,2星阳,11006,0,AvatarAtlas,icon_fox_2_yang,3,2,0.9,0.9,5.58,15,0.2,1,400006,311277,1183519,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30006
74097,双尾圣灵,MONSTER,3星阳,11067,0,AvatarAtlas,icon_shuangweiyouhun_3_yang,3,3,1.1,1.1,5.58,13,0.05,1,400027,362539,532850,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067
74098,大王蛇女,BOSS,3星阳,11062,0,AvatarAtlas,icon_evilsnake_3_yang,3,3,1.4,0.8,5.4,15,0.2,0.8,400025,487031,9464833,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30062
74099,阳炎熊哥,MONSTER,2星阳,11042,0,AvatarAtlas,icon_panda_2_yang,3,2,0.9,1,6.3,13,0.05,1,400016,311279,1183534,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30042
74100,吉祥仙女,MONSTER,3星阳,11069,0,AvatarAtlas,icon_fairy_3_yang,3,3,0.9,0.9,5.58,15,0.05,1,400028,311279,1183539,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30069
74101,双尾圣灵,MONSTER,3星阳,11067,0,AvatarAtlas,icon_shuangweiyouhun_3_yang,3,3,1.1,1.1,5.58,13,0.05,1,400027,329588,426396,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30067
74102,清水灵狐,MONSTER,2星阳,11006,0,AvatarAtlas,icon_fox_2_yang,3,2,0.9,0.9,5.58,15,0.2,1,400006,311280,1183549,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30006
74103,吉祥仙女,MONSTER,3星阳,11069,0,AvatarAtlas,icon_fairy_3_yang,3,3,0.9,0.9,5.58,15,0.05,1,400028,342404,1479314,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30069
74104,持枪仙君,BOSS,4星阳,11076,0,AvatarAtlas,icon_neza_5_yang,3,5,1.4,1.1,5.58,13,0.05,1.2,400036,487034,9464863,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,109076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30097
74105,幽火熊哥,MONSTER,2星阴,11043,0,AvatarAtlas,icon_panda_2_yin,4,2,0.9,1,5.4,13,0.2,0.8,400016,219744,1893390,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30043
74106,腹黑蛇女,MONSTER,3星阴,11063,0,AvatarAtlas,icon_evilsnake_3_yin,4,3,0.8,0.8,4.680000000000001,15,0.2,1,400025,311282,1183569,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30063
74107,幽冥虎,MONSTER,2星阴,11025,0,AvatarAtlas,icon_hu_2_yin,4,2,0.9,0.9,6.3,13,0.05,1,400011,311283,1183574,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30025
74108,鬼探喵,MONSTER,2星阴,11027,0,AvatarAtlas,icon_catimp_2_yin,4,2,0.8,0.8,5.4,15,0.2,1.2,400012,219745,1893405,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30027
74109,冥界战将,MONSTER,4星阴,11083,0,AvatarAtlas,icon_mingjiezhanjiang_4_yin,4,4,0.9,0.9,6.3,13,0.05,0.9,400049,362545,532910,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30083
74110,追命魔女,BOSS,3星阴,11070,0,AvatarAtlas,icon_fairy_3_yin,4,3,1.4,0.9,6.3,15,0.05,0.95,400028,487037,9464893,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30070
74111,点赞狂魔,MONSTER,3星阴,11045,0,AvatarAtlas,icon_spirit_3_yin,4,3,0.9,0.9,5.9399999999999995,13,0.05,1,400017,219747,1893420,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30045
74112,破土符妖,MONSTER,2星阴,11032,0,AvatarAtlas,icon_runeimp_2_yin,4,2,0.6,0.6,5.9399999999999995,13,0.05,0.7,400003,219747,1893425,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30032
74113,点赞狂魔,MONSTER,3星阴,11045,0,AvatarAtlas,icon_spirit_3_yin,4,3,0.9,0.9,5.9399999999999995,13,0.05,1,400017,241717,2366647,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30045
74114,九尾冥狐,BOSS,3星阴,11058,0,AvatarAtlas,icon_evilfox_3_yin,4,3,1.4,0.9,4.680000000000001,15,0.2,1,400023,487039,9464913,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,109058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30058
74115,双尾幽鬼,MONSTER,3星阴,11068,0,AvatarAtlas,icon_shuangweiyouhun_3_yin,4,3,1.1,1.1,6.3,13,0.05,0.95,400027,219749,1893440,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30068
74116,松子鼠,MONSTER,1星阴,11004,0,AvatarAtlas,icon_fox_1_yin,4,1,0.9,0.9,5.9399999999999995,15,0.05,1,400004,329595,426471,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30004
74117,僵尸娃娃,MONSTER,3星阴,11053,0,AvatarAtlas,icon_zombie_2_yin,4,2,0.9,0.9,5.4,13,0.2,0.8,400022,219750,1893450,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30053
74118,攀树灵狐,MONSTER,2星阴,11007,0,AvatarAtlas,icon_fox_2_yin,4,2,0.9,0.9,5.58,15,0.05,1,400006,329596,426481,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30007
74119,冥界战将,MONSTER,4星阴,11083,0,AvatarAtlas,icon_mingjiezhanjiang_4_yin,4,4,0.9,0.9,6.3,13,0.05,0.9,400049,362550,532960,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30083
74120,追命魔女,BOSS,3星阴,11070,0,AvatarAtlas,icon_fairy_3_yin,4,3,1.4,0.9,6.3,15,0.05,0.95,400028,487042,9464943,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,109070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30070
74121,幽火熊哥,MONSTER,2星阴,11043,0,AvatarAtlas,icon_panda_2_yin,4,2,0.9,1,5.4,13,0.2,0.8,400016,219752,1893470,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30043
74122,腹黑蛇女,MONSTER,3星阴,11063,0,AvatarAtlas,icon_evilsnake_3_yin,4,3,0.8,0.8,4.680000000000001,15,0.2,1,400025,311290,1183649,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30063
74123,追命魔女,MONSTER,3星阴,11070,0,AvatarAtlas,icon_fairy_3_yin,4,3,0.9,0.9,6.3,15,0.05,0.95,400028,342414,1479414,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30070
74124,冥界战将,BOSS,4星阴,11083,0,AvatarAtlas,icon_mingjiezhanjiang_4_yin,4,4,1.4,0.9,6.3,13,0.05,0.9,400049,487044,9464963,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,109083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30083
74125,幽冥虎,MONSTER,2星阴,11025,0,AvatarAtlas,icon_hu_2_yin,4,2,0.9,0.9,6.3,13,0.05,1,400011,311292,1183664,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30025
74126,鬼探喵,MONSTER,2星阴,11027,0,AvatarAtlas,icon_catimp_2_yin,4,2,0.8,0.8,5.4,15,0.2,1.2,400012,219754,1893495,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30027
74127,双尾幽鬼,MONSTER,3星阴,11068,0,AvatarAtlas,icon_shuangweiyouhun_3_yin,4,3,1.1,1.1,6.3,13,0.05,0.95,400027,241724,2366717,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30068
74128,古墓暗灵,BOSS,4星阴,11074,0,AvatarAtlas,icon_anjingling_4_yin,4,4,1.4,1,4.680000000000001,15,0.2,0.8,400030,487046,9464983,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,109074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30074
74129,峰山木,MONSTER,3星木,11065,0,AvatarAtlas,icon_treeman_3_mu,2,3,0.9,0.9,4.680000000000001,13,0.2,1,400026,219756,1893510,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30065
74130,雏雀,MONSTER,1星木,11002,0,AvatarAtlas,icon_maque_1_mu,2,1,0.6,0.6,6.3,15,0.2,0.7,400002,311294,1183689,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30002
74131,密林熊哥,MONSTER,2星木,11040,0,AvatarAtlas,icon_panda_2_mu,2,2,0.9,1,5.58,13,0.05,1,400016,329603,426546,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30040
74132,木机人偶,MONSTER,2星木,11016,0,AvatarAtlas,icon_jiguan_2_mu,2,2,0.7,0.7,6.3,15,0.2,0.7,400009,329603,426551,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30016
74133,藏树狐妖,MONSTER,3星木,11055,0,AvatarAtlas,icon_evilfox_3_mu,2,3,0.9,0.9,5.9399999999999995,15,0.05,1,400023,362557,533030,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30055
74134,鲁班巨像,BOSS,5星木,11101,0,AvatarAtlas,icon_mech_giant_5_mu,2,5,1.4,0.9,5.9399999999999995,13,0.05,0.9,400085,487049,9465013,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,109101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30101
74135,爆木符人,MONSTER,3星木,11060,0,AvatarAtlas,icon_uncontrolmech_3_mu,2,3,0.8,0.8,4.680000000000001,13,0.2,1,400024,219759,1893540,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30060
74136,藏树狐妖,MONSTER,3星木,11055,0,AvatarAtlas,icon_evilfox_3_mu,2,3,0.9,0.9,5.9399999999999995,15,0.05,1,400023,329605,426571,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30055
74137,巨藤符妖,MONSTER,2星木,11030,0,AvatarAtlas,icon_runeimp_2_mu,2,2,0.6,0.6,4.680000000000001,13,0.2,0.9,400003,219760,1893550,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30030
74138,缠藤鸟,MONSTER,2星木,11013,0,AvatarAtlas,icon_mechbird_2_mu,2,2,1,1,6.3,15,0.05,0.95,400008,219760,1893555,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30013
74139,承旭猿,MONSTER,3星木,11048,0,AvatarAtlas,icon_monkey_3_mu,2,3,0.9,0.9,5.4,13,0.2,0.8,400020,362560,533060,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30048
74140,翠翅蝶,BOSS,3星木,11050,0,AvatarAtlas,icon_butterfly_3_mu,2,3,1.4,0.8,5.9399999999999995,15,0.05,1,400021,487052,9465043,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,109050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30050
74141,峰山木,MONSTER,3星木,11065,0,AvatarAtlas,icon_treeman_3_mu,2,3,0.9,0.9,4.680000000000001,13,0.2,1,400026,219762,1893570,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30065
74142,黑寡妇,MONSTER,3星木,11072,0,AvatarAtlas,icon_spider_3_mu,2,3,0.9,0.9,5.9399999999999995,15,0.05,1,400029,329608,426601,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30072
74143,盘根虎,MONSTER,2星木,11022,0,AvatarAtlas,icon_hu_2_mu,2,2,0.9,0.9,5.9399999999999995,13,0.05,0.8,400011,219763,1893580,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,500,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30022
